1	2	1
1	3	1
1	4	1
1	5	1
1	6	1
1	7	1
1	8	1
1	9	1
1	10	1
1	11	1
1	12	1
1	13	1
1	14	1
1	15	1
1	16	1
1	17	1
1	18	1
1	19	1
1	20	1
1	21	1
1	22	1
1	23	1
1	24	1
1	25	1
1	26	1
1	27	1
1	28	1
1	29	1
1	30	1
1	31	1
1	32	1
1	33	1
1	34	1
1	35	1
1	36	1
1	37	1
1	38	1
1	39	1
1	40	1
1	41	1
1	42	1
1	43	1
1	44	1
1	45	1
1	46	1
1	47	1
1	48	1
1	49	1
1	50	1
1	51	1
1	52	1
1	53	1
1	54	1
1	55	1
1	56	1
1	57	1
1	58	1
1	59	1
1	60	1
1	61	1
1	62	1
1	63	1
1	64	1
1	65	1
1	66	1
1	67	1
1	68	1
1	69	1
1	70	1
1	71	1
1	72	1
1	73	1
1	74	1
1	75	1
1	76	1
1	77	1
1	78	1
1	79	1
1	80	1
1	81	1
1	82	1
1	83	1
1	84	1
1	85	1
1	86	1
1	87	1
1	88	1
1	89	1
1	90	1
1	91	1
1	92	1
1	93	1
1	94	1
1	95	1
1	96	1
1	97	1
1	98	1
1	99	1
1	100	1
1	101	1
1	102	1
1	103	1
1	104	1
1	105	1
1	106	1
1	107	1
1	108	1
1	109	1
1	110	1
1	111	1
1	112	1
1	113	1
1	114	1
1	115	1
1	116	1
1	117	1
1	118	1
1	119	1
1	120	1
1	121	1
1	122	1
1	123	1
1	124	1
1	125	1
1	126	1
1	127	1
1	128	1
1	129	1
1	130	1
1	131	1
1	132	1
1	133	1
1	134	1
1	135	1
1	136	1
1	137	1
1	138	1
1	139	1
1	140	1
1	141	1
1	142	1
1	143	1
1	144	1
1	145	1
1	146	1
1	147	1
1	148	1
1	149	1
1	150	1
1	151	1
1	152	1
1	153	1
1	1165229	1
1	1165230	1
1	1165231	1
1	1165232	1
1	1165233	1
1	1165234	1
1	1165235	1
1	1165236	1
1	1165237	1
1	1165238	1
1	1165239	1
1	1165240	1
1	1165241	1
1	1165242	1
1	1165243	1
1	1165244	1
1	1165245	1
1	1165246	1
1	1165247	1
1	1165248	1
1	1165249	1
1	1165250	1
1	1165251	1
1	1165252	1
1	1165253	1
1	1165254	1
1	1165255	1
1	1165256	1
1	1165257	1
1	1165258	1
1	1165259	1
1	1165260	1
1	1165261	1
1	1165262	1
1	1165263	1
1	1165264	1
1	1165265	1
1	1165266	1
1	1165267	1
1	1165268	1
1	1165269	1
1	1165270	1
1	1165271	1
1	1165272	1
1	1165273	1
1	1165274	1
1	1165275	1
1	1165276	1
1	1165277	1
1	1165278	1
1	1165279	1
1	1165280	1
1	1165281	1
1	1165282	1
1	1165283	1
1	1165284	1
1	1165285	1
1	1165286	1
1	1165287	1
1	1165288	1
1	1165289	1
1	1165290	1
1	1165291	1
1	1165292	1
1	1165293	1
1	1165294	1
1	1165295	1
1	1165296	1
1	1165297	1
1	1165298	1
1	1165299	1
1	1165300	1
1	1165301	1
1	1165302	1
1	1165303	1
1	1165304	1
1	1165305	1
1	1165306	1
1	1165307	1
1	1165308	1
1	1165309	1
1	1165310	1
1	1165311	1
1	1165312	1
1	1165313	1
1	1165314	1
1	1165315	1
1	1165316	1
1	1165317	1
1	1165318	1
1	1165319	1
1	1165320	1
1	1165321	1
1	1165322	1
1	1165323	1
1	1165324	1
1	1165325	1
1	1165326	1
1	1165327	1
1	1165328	1
1	1165329	1
1	1165330	1
1	1165331	1
1	1165332	1
1	1165333	1
1	1165334	1
1	1165335	1
1	1165336	1
1	1165337	1
1	1415542	1
1	1415543	1
1	1415544	1
1	1415545	1
1	1415546	1
1	1415547	1
1	1415548	1
1	1415549	1
1	1415550	1
1	1415551	1
1	1415552	1
1	1415553	1
1	1415554	1
1	1415555	1
1	1415556	1
1	1415557	1
1	1415558	1
1	1415559	1
1	1415560	1
1	1415561	1
1	1415562	1
1	1415563	1
1	1415564	1
1	1415565	1
1	1415566	1
1	1415567	1
1	1415568	1
1	1415569	1
1	1415570	1
1	1415571	1
1	1415572	1
1	1415573	1
1	1415574	1
1	1415575	1
1	1415576	1
1	1415577	1
1	1415578	1
1	1415579	1
1	1415580	1
1	1415581	1
1	1415582	1
1	1415583	1
1	1415584	1
1	1415585	1
1	1415586	1
1	1415587	1
1	1415588	1
1	1415589	1
1	1415590	1
1	1415591	1
1	1415592	1
1	1415593	1
1	1415594	1
1	1415595	1
1	1415596	1
1	1415597	1
1	1415598	1
1	1415599	1
1	1415600	1
1	1415601	1
1	1415602	1
1	1415603	1
1	1415604	1
1	1415605	1
1	1415606	1
1	1415607	1
1	1415608	1
1	1415609	1
1	1415610	1
1	1415611	1
1	1415612	1
1	1415613	1
1	1415614	1
1	1415615	1
1	1415616	1
1	1415617	1
1	1415618	1
1	1415619	1
1	1415620	1
1	1415621	1
1	1415622	1
1	1415623	1
1	1415624	1
1	1415625	1
1	1415626	1
1	1415627	1
1	1415628	1
1	1415629	1
1	1415630	1
1	1415631	1
1	1415632	1
1	1415633	1
1	1415634	1
1	1415635	1
1	1415636	1
1	1415637	1
1	1415638	1
1	1415639	1
1	1415640	1
1	1415641	1
1	1415642	1
1	1415643	1
1	1415644	1
1	1415645	1
1	1415646	1
1	1415647	1
1	1415648	1
1	1415649	1
1	1415650	1
1	1415651	1
1	1415652	1
1	1415653	1
1	1415654	1
1	1415655	1
1	1415656	1
1	1415657	1
1	1415658	1
1	1415659	1
1	1415660	1
1	1415661	1
1	1415662	1
1	1415663	1
1	1415664	1
1	1415665	1
1	1415666	1
1	1415667	1
1	1415668	1
1	1415669	1
1	1415670	1
1	1415671	1
1	1415672	1
1	1415673	1
1	1415674	1
1	1415675	1
1	1415676	1
1	1415677	1
1	1415678	1
1	1415679	1
1	1415680	1
1	1415681	1
1	1415682	1
1	1415683	1
1	1415684	1
1	1415685	1
1	1415686	1
1	1415687	1
1	1415688	1
1	1415689	1
1	1415690	1
1	1415691	1
1	1415692	1
1	1415693	1
1	1415694	1
1	1853160	1
1	1853161	1
1	1853162	1
1	1853163	1
1	1853164	1
1	1853165	1
1	1853166	1
1	1853167	1
1	1853168	1
1	1853169	1
1	1853170	1
1	1853171	1
1	1853172	1
1	1853173	1
1	1853174	1
1	1853175	1
1	1853176	1
1	1853177	1
1	1853178	1
1	1853179	1
1	1853180	1
1	1853181	1
1	1853182	1
1	1853183	1
1	1853184	1
1	1853185	1
1	1853186	1
1	1853187	1
1	1853188	1
1	1853189	1
1	1853190	1
1	1853191	1
1	1853192	1
1	1853193	1
1	1853194	1
1	1853195	1
1	1853196	1
1	1853197	1
1	1853198	1
1	1853199	1
1	1853200	1
1	1853201	1
1	1853202	1
1	1853203	1
1	1853204	1
1	1853205	1
1	1853206	1
1	1853207	1
1	1853208	1
1	1853209	1
1	1853210	1
1	1853211	1
1	1853212	1
1	1853213	1
1	1853214	1
1	1853215	1
1	1853216	1
1	1853217	1
1	1853218	1
1	1853219	1
1	1853220	1
1	1853221	1
1	1853222	1
1	1853223	1
1	1853224	1
1	1853225	1
1	1853226	1
1	1853227	1
1	1853228	1
1	1853229	1
1	1853230	1
1	1853231	1
1	1853232	1
1	1853233	1
1	1853234	1
1	1853235	1
1	1853236	1
1	1853237	1
1	1853238	1
1	2865910	1
1	2865911	1
1	2865912	1
1	2865913	1
1	2865914	1
1	2865915	1
1	2865916	1
